date,total,ye,yeb,lc,jj,hj
2020/01/21,253236.4,0,29826.25,92696.03,130714.12,0
2020/01/22,253706.44,0,29558.19,92707.29,131440.96,0
2020/01/23,251554.42,0,29290.44,92715.4,129548.58,0
2020/01/24,251579.19,22.54,29292.67,92715.4,129548.58,0
2020/01/25,251581.41,0,29317.43,92715.4,129548.58,0
2020/01/26,251583.64,0.01,29319.65,92715.4,129548.58,0
2020/01/27,251585.86,0,29321.88,92715.4,129548.58,0
2020/01/28,251588.08,0,29324.1,92715.4,129548.58,0
2020/01/29,251574.9,0,29310.92,92715.4,129548.58,0
2020/01/30,251583.7,0,29319.72,92715.4,129548.58,0
2020/01/31,251585.9,0,29321.92,92715.4,129548.58,0
2020/02/01,251588.11,0,29324.13,92715.4,129548.58,0
2020/02/02,251590.3,0,29326.32,92715.4,129548.58,0
2020/02/03,246497.14,0,29058.51,92791.78,124646.85,0
2020/02/04,247950.19,0,28880.46,92798.89,126270.84,0
2020/02/05,249125.43,0.06,28702.88,92819.32,127603.17,0
2020/02/06,250678.42,6.81,28428.28,92827.36,129415.97,0
2020/02/07,251033.87,0.02,28167.06,92835.28,130031.51,0
2020/02/08,245737.34,0,22870.55,92835.28,130031.51,0
2020/02/09,245738.93,0,22872.14,92835.28,130031.51,0
2020/02/10,248535.11,0,24813.65,92856.68,130864.78,0
2020/02/11,248702.2,0,24545.24,92863.72,131293.24,0
2020/02/12,240067.59,0,24676.83,82874.83,132515.93,0
2020/02/13,240034.47,356,24408.61,82882.7,132387.16,0
2020/02/14,240300.37,0,24496.37,82890.62,132913.38,0
2020/02/15,240302.18,0,24498.18,82890.62,132913.38,0
2020/02/16,240303.99,0,24499.99,82890.62,132913.38,0
2020/02/17,242244.96,0.31,24231.8,82912.04,135100.81,0
2020/02/18,242719.13,0.31,24119.47,82919.07,135680.28,0
2020/02/19,242379.61,0.01,23851.19,82930.2,135598.21,0
2020/02/20,243875.49,0,23582.87,82938.1,137354.52,0
2020/02/21,244545.88,0.01,23530.04,82945.99,138069.84,0
2020/02/22,244547.53,0,23531.7,82945.99,138069.84,0
2020/02/23,244549.18,0,23533.35,82945.99,138069.84,0
2020/02/24,245004.53,0,23882.14,82967.4,138154.99,0
2020/02/25,245151.43,31.02,26144.9,82974.41,136001.1,0
2020/02/26,245164.14,0,25922.58,82985.46,136256.1,0

